DOI,Printer ,Model,Bioink ,,,,,,,,,,,,Cell composition,,Needle ,,,Pressure ,,,,Temperature (°C),,,,Speed (mm/s),,Flow adjustment (s),,Crosslinking,,,,,,,,,,,Notes,
10.1088/1758-5090/aba503,Cellink,Inkredible+,Gelatin Methacrylated,10,wt%,Alginate,2,wt%,,,,,,,Human Umbilical Vein Endothelial Cells,8,Cylindrical,23,Gauge,100,kPa,50,kPa,25,,,,6,2,,,,,,,,Irgacure 2959,.5wt%,30,25,,,Crosslinking occurred post printing.,
10.1088/1758-5090/ab98e5,GeSiM,BioScaffolder,Alginate,2,wt%,,,,,,,,,,NIH 3T3 Fibroblasts,1,Cylindrical,410,µm,17,kPa,,,25,,,,4,,,,,CaCO3,20mM,4,,,,,,,,Precrosslinking was done with the CaCO3. Post printing crosslinking was done with 100mM CaCl2 for 10 minutes.,
10.1088/1758-5090/ab8708,regenHU,3D Discovery,PCL,100,wt%,,,,,,,,,,,,Cylindrical,30,Gauge,1,Bar,,,78,,,,6,,,,,,,,,,,,,50000,,"50,000 g/mol molecular weight of PCL",
10.1088/1758-5090/ab8708,regenHU,3D Discovery,Alginate,3.5,wt%,,,,,,,,,,Primary Porcine Bone Marrow Stromal Cells,15,Conical,23,Gauge,0.5,Bar,,,25,,,,4,,,,,CaCl2,45mM,,20,,,,,,,PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel.  Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio.,
10.1088/1758-5090/ab8708,regenHU,3D Discovery,Alginate,3.5,wt%,,,,,,,,,,Primary Porcine Cartilage Chondrocytes,5,Conical,24,Gauge,0.5,Bar,,,25,,,,4,,,,,CaCl2,45mM,,20,,,,,,,PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel.  Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio.,
10.1088/1758-5090/ab8708,regenHU,3D Discovery,Gelatin Methacrylated,5,wt%,,,,,,,,,,Primary Porcine Bone Marrow Stromal Cells,15,Conical,25,Gauge,0.3,Bar,,,13,,,,2,,,,,,,,,Irgacure 2959,.05wt%,15,5,,,PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel.  Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio.,
10.1088/1758-5090/ab8708,regenHU,3D Discovery,Gelatin Methacrylated,5,wt%,,,,,,,,,,Primary Porcine Cartilage Chondrocytes,5,Conical,26,Gauge,0.3,Bar,,,13,,,,2,,,,,,,,,Irgacure 2959,.05wt%,15,5,,,PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel.  Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio.,
10.1088/1758-5090/ab8708,regenHU,3D Discovery,Alginate,3.5,wt%,Gelatin Methacrylated,5,wt%,,,,,,,Primary Porcine Bone Marrow Stromal Cells,15,Conical,27,Gauge,1.3,Bar,,,13,,,,4,,,,,CaCl2,45mM,,15,Irgacure 2959,.05wt%,20,5,,,PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel.  Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio.,
10.1088/1758-5090/ab8708,regenHU,3D Discovery,Alginate,3.5,wt%,Gelatin Methacrylated,5,wt%,,,,,,,Primary Porcine Cartilage Chondrocytes,5,Conical,28,Gauge,1.3,Bar,,,13,,,,4,,,,,CaCl2,45mM,,15,Irgacure 2959,.05wt%,20,5,,,PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel.  Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio.,
10.1088/1758-5090/ab1452,Cellink,Inkredible+,Cellink RGD Bionk,100,wt%,,,,,,,,,,Primary Juvenile Mice Interstitial Cells,10,Conical,437,µm,15,kPa,5,kPa,25,,,,200,175,,,,CaCl2,100mM,,5,,,,,,,Specialty Nanocellulose-alginate hydrogel bioink from Cellink with RGD motifs. ,
10.1088/1758-5090/ab0098,Other,3D Printer,PCL,100,wt%,,,,,,,,,,,,Cylindrical,300,µm,310,kPa,290,kPa,100,,,,5,,,,,,,,,,,,,45000,,"PCL molecular weight = 45,000 g mol-1. ",
10.1088/1758-5090/ab03ed,RegenHU,,Hyaluronic Acid Glycidyl Methacrylated,4,wt%,Alginate,0.5,wt%,,,,,,,L929 Fibroblasts,1.5,Cylindrical,510,µm,0.5,Bar,,,25,,,,5,,,,,,,,,Irgacure 2959,.5wt%,2.5,19,,,"The Ink also consisted of .5% v/v NVP, .9% w/v NaCl. The ink was also printed into a gelatin slurry.",
10.1016/j.jmbbm.2019.103533,RegenHU,3D Discovery,PCL,100,wt%,,,,,,,,,,,,Cylindrical,330,µm,300,kPa,,,90,,,,5,,,,,,,,,,,,,80000,,"PCL molecular weight = 80,000 gmol-1.",
10.1016/j.jmbbm.2019.103533,RegenHU,3D Discovery,Alginate,4,wt%,,,,,,,,,,BEL-7402 Adenocarcinoma Cells,1,Cylindrical,19,Gauge,45,kPa,,,37,,,,1.5,,,,,CaCl2,.1M,,20,,,,,,,Crosslinking occurred post printing.,
10.1016/j.jmbbm.2019.103533,RegenHU,3D Discovery,Alginate,4,wt%,Beta Tricalcium Phosphate,1,wt%,,,,,,,BEL-7402 Adenocarcinoma Cells,1,Cylindrical,19,Gauge,45,kPa,,,37,,,,1.5,,,,,CaCl2,.1M,,20,,,,,,,Crosslinking occurred post printing.,
10.1016/j.jmbbm.2019.103533,RegenHU,3D Discovery,Alginate,4,wt%,Beta Tricalcium Phosphate,8,wt%,,,,,,,BEL-7402 Adenocarcinoma Cells,1,Cylindrical,19,Gauge,50,kPa,,,37,,,,1.5,,,,,CaCl2,.1M,,20,,,,,,,Crosslinking occurred post printing.,
10.1088/1758-5090/aae543,Allevi,Allevi 2 Biopprinter,Collagen Methacrylated,4,mg/mL,Hyaluronic Acid Thiolated,0.67,mg/mL,,,,,,,Primary Human Hepatocytes,5,Cylindrical,28,Gauge,4,kPa,,,25,,,,50,,,,,,,,,Irgacure 2959,.1wt%,10,,,,Crosslinking occurred post printing.,
10.1088/1758-5090/aae543,Allevi,Allevi 2 Biopprinter,Collagen Methacrylated,4.5,mg/mL,Hyaluronic Acid Thiolated,0.5,mg/mL,,,,,,,,,Cylindrical,28,Gauge,4,kPa,,,25,,,,50,,,,,,,,,Irgacure 2959,.1wt%,10,,,,Crosslinking occurred post printing.,
10.1088/1758-5090/aae543,Allevi,Allevi 2 Biopprinter,Collagen Methacrylated,4.8,mg/mL,Hyaluronic Acid Thiolated,0.4,mg/mL,,,,,,,,,Cylindrical,28,Gauge,4,kPa,,,25,,,,50,,,,,,,,,Irgacure 2959,.1wt%,10,,,,Crosslinking occurred post printing.,
10.1016/j.msec.2020.111072,SYSENG,BioScaffolder,PCL,100,wt%,,,,,,,,,,,,Cylindrical,180,µm,500,kPa,,,100,,,,0.334,,,,,,,,,,,,,90000,70000,"90,000-70,000 molecular weight",
10.1016/j.msec.2020.111072,SYSENG,BioScaffolder,PCL,100,wt%,,,,,,,,,,,,Cylindrical,250,µm,500,kPa,,,100,,,,1.167,,,,,,,,,,,,,90000,70000,"90,000-70,000 molecular weight",
10.1016/j.msec.2020.111072,SYSENG,BioScaffolder,PCL,100,wt%,,,,,,,,,,,,Cylindrical,330,µm,500,kPa,,,100,,,,1.583,,,,,,,,,,,,,90000,70000,"90,000-70,000 molecular weight",
10.1016/j.msec.2020.111072,SYSENG,BioScaffolder,PCL,100,wt%,,,,,,,,,,,,Cylindrical,410,µm,500,kPa,,,100,,,,1.417,,,,,,,,,,,,,90000,70000,"90,000-70,000 molecular weight",
10.1016/j.msec.2020.111072,SYSENG,BioScaffolder,PCL,100,wt%,,,,,,,,,,,,Cylindrical,580,µm,500,kPa,,,100,,,,0.667,,,,,,,,,,,,,90000,70000,"90,000-70,000 molecular weight",
10.1016/j.msec.2020.111072,SYSENG,BioScaffolder,PCL,100,wt%,,,,,,,,,,,,Cylindrical,1070,µm,500,kPa,,,100,,,,0.917,,,,,,,,,,,,,90000,70000,"90,000-70,000 molecular weight",
https://ojs.cnr.ncsu.edu/index.php/BioRes/article/view/BioRes_15_4_7357_Han_Nanocellulose_Alginate_Gelatin_Bioinks/7935,Suzhou Intelligent Manafacturing Research Institute,EFL-BP-6800,Alginate,2.5,wt%,Gelatin,8,wt%,Cellulose Nanofibrillated,0.75,wt%,,,,,,Conical,260,µm,,,,,37,,5,,5,,,,Chemical,CaCl2,5wt%,25,,,,,,,,,
10.1016/j.bprint.2020.e00092,Other,Custom-made 3D Bioprinting System,Alginate,2.5,wt%,,,,,,,,,,,,Cylindrical,330,µm,160,kPa,150,kPa,25,,,,5,,,,,,,,,,,,,,,This print used coaxial extrusion with a  core of pluronic F127 mixed with 5wt% CaCl2 for post printing crosslinking and a precrosslinked alginate shell using .2 wt% CaCl2.,
10.1016/j.bprint.2020.e00092,Other,Custom-made 3D Bioprinting System,Pluronic F127,30,wt%,,,,,,,,,,,,Cylindrical,1070,µm,140,kPa,50,kPa,25,,,,5,,,,,,,,,,,,,,,This print used coaxial extrusion with a  core of pluronic F127 mixed with 5wt% CaCl2 for post printing crosslinking and a precrosslinked alginate shell using .2 wt% CaCl2.,
10.1088/1758-5090/aa9ef1,SYS ENG,BioScaffolder,PEG terephthalate,55,wt%,Poly(butylene terephthalate),45,wt%,,,,,,,,,Cylindrical,25,Gauge,5,bar,,,200,,,,8.333,,,,,,,,,,,,,,,Scaffold was made of PEGT-PBT copolymer which stands for poly(ethylene glycol) - terephthalate  - poly(butylene terephthalate),
10.3390/polym12091930,Cellink,BioX,Gelatin Methacrylated,5,wt%,,,,,,,,,,Human Dermal Fibroblasts,5,,27,Gauge,100,kPa,,,22,,16,,20,,,,,,,,,Irgacure 2959,0.5 wt%,90,,,,"5wt% was best for the Human Dermal Fibroblasts, but the least printable…",
10.3390/polym12091930,Cellink,BioX,Gelatin Methacrylated,10,wt%,,,,,,,,,,Human Dermal Fibroblasts,5,,27,Gauge,100,kPa,,,22,,16,,20,,,,,,,,,Irgacure 2959,0.5 wt%,90,,,,,
10.3390/polym12091930,Cellink,BioX,Gelatin Methacrylated,15,wt%,,,,,,,,,,Human Dermal Fibroblasts,5,,27,Gauge,100,kPa,,,22,,16,,20,,,,,,,,,Irgacure 2959,Cros,90,,,,,
10.1021/acs.biomac.9b00527,Cellink,BioX,Cellulose Nanofibrils,1.88,wt%,,,,,,,,,,,,Cylindrical,840,μm ,43,kPa,,,,,,,12,,,,,,,,,,,,,,,,
10.1021/acs.biomac.9b00527,Cellink,BioX,Nanocellulose TEMPO Oxidized,1.7,wt%,,,,,,,,,,,,Cylindrical,630,μm ,55,kPa,,,,,,,8,,,,,,,,,,,,,,,,
10.1021/acs.biomac.9b00527,Cellink,BioX,Nanocellulose Acetylated,0.5,wt%,,,,,,,,,,,,Cylindrical,410,μm ,35,kPa,,,,,,,5,,,,,,,,,,,,,,,,
10.3390/mi11030237,Other,3D multi-material bioprinter,Alginate,8,wt%,PEGDA,3,wt%,,,,,,,,,Conical,600,μm ,300,kPa,,,25,,,,9.166666667,,,,,,,,,,,,,,,,
10.3390/mi11030237,Other,3D multi-material bioprinter,Pluronic F127,30,wt%,,,,,,,,,,,,Conical,600,μm ,125,kPa,,,25,,,,8.333,,,,,,,,,,,,,,,,
10.1007/s10856-019-6233-y,Other,Multifunctional bioprinter,Collagen,2,wt%,,,,,,,,,,NIH 3T3 Fibroblasts,0.5,Conical,27,Gauge,,,,,15,,37,,,,,,,,,,,,,,,,,Used a specialty ink from 3D bio referrred to as Viscoll Collagen,
10.1007/s10856-019-6233-y,Other,Multifunctional bioprinter,Collagen,3,wt%,,,,,,,,,,NIH 3T3 Fibroblasts,0.5,Conical,27,Gauge,,,,,15,,37,,,,,,,,,,,,,,,,,Used a specialty ink from 3D bio referrred to as Viscoll Collagen,
10.1007/s10856-019-6233-y,Other,Multifunctional bioprinter,Collagen,4,wt%,,,,,,,,,,NIH 3T3 Fibroblasts,0.5,Conical,27,Gauge,,,,,15,,37,,,,,,,,,,,,,,,,,Used a specialty ink from 3D bio referrred to as Viscoll Collagen,
10.1088/1758-5090/abc39b,RegenHu,Biofactory,Gellan Gum,3,wt%,Alginate,2,wt%,,,,,,,,,Conical,410,μm ,26,kPa,,,25,,,,13.34,,,,,CaCl2,100mM,,,,,,,,,,
10.1088/1758-5090/abc39b,RegenHu,Biofactory,Gellan Gum,4,wt%,Alginate,2,wt%,,,,,,,,,Conical,410,μm ,26,kPa,,,25,,,,13.34,,,,,,,,,,,,,,,,
10.1088/1758-5090/abc39b,RegenHu,Biofactory,Gellan Gum,3,wt%,Alginate,2,wt%,Hydroxyapatite,5,wt%,,,,,,Conical,410,μm ,26,kPa,,,25,,,,13.34,,,,,,,,,,,,,,,,
10.1088/1758-5090/abc39b,RegenHu,Biofactory,Gelatin,7,wt%,Alginate,1,wt%,,,,,,,,,Conical,410,μm ,26,kPa,,,25,,,,13.34,,,,,,,,,,,,,,,,
10.1088/1758-5090/abc39b,RegenHu,Biofactory,Gelatin Methacrylated,7.5,wt%,Laponite,1,wt%,,,,,,,,,Conical,410,μm ,26,kPa,,,25,,,,13.34,,,,,,,,,,,,,,,,
10.1016/j.carbpol.2020.116211,nScrypt,nScrypt-3D-450,Alginate,0.01,wt%,Clay,0.25,wt%,,,,,,,,,,1000,μm ,25,psi,22,psi,25,,,,15,,,,,,,,,Acrylic Acid,0.05 g/L,,,,,the clay used was dimethyl dihydrogenated tallow modified montmorillonite clay (Cloisite® 20A). Electron beam irradation was implemented  to crosslink the ink,
10.1021/am503878d,EnvisionTEC,Bioplotter,Alginate,3.1,wt%,Ethylene Glycol,25.8,vol %,,,,,,,,,,23,Gauge,0.6,bar,,,25,,,,5,,,,,,,,,,,,,,,Support Alginate Gel,
10.1088/1758-5090/8/2/025016,nScrypt,nScrypt-3D-450,Alginate,3,wt%,Gelatin,10,wt%,,,,,,,,,Cylindrical,25,Gauge,15,psi,,,37,,,,1,,,,,,,,,CaCl2,2wt%,,,,,Scaffold was printed into a carbopol bath,
10.1080/09205063.2019.1627651,Regenovo,Bio-Architect-Pro,Gelatin,10,wt%,Oxidized Nanocellulose,10,wt%,,,,,,,,,,210,μm ,210,kPa,,,14,,0,,,,,,,,,,,,,,,,,Crosslinking occurred prior to printing for 30 minutes,
10.1088/1758-5090/ab15a9,Other,Cryogentic 3D Printer,dECM Small Intestinal Submucosa,2.5,wt%,Pepsin,0.25,wt%,,,,,,,,,Cylindrical,360,μm ,25,kPa,,,25,,-20,,5,,,,,,,,,,,,,,,,
10.1039/c3bm00012e,Other,3D Printer,Alginate,2,wt%,Gelatin,10,wt%,,,,,,,,,Cylindrical,200,μm ,8,psi,,,5,,,,1.67,,,,,CaCl2,2wt%,,10,,,,,,,,
10.1039/c3bm00012e,Other,3D Printer,Alginate,4,wt%,Gelatin,10,wt%,,,,,,,Primary Myoblasts,0.5,Cylindrical,200,μm ,9.5,psi,,,5,,,,1.67,,,,,CaCl2,2wt%,,10,,,,,,,,
10.1016/jijbiomac.2020.08.180,EnvisionTEC,Bioplottter,Chitosan,10,wt%,,,,,,,,,,,,Conical,250,μm ,3.5,bar,,,37,,,,10,,,,,NaOH,5w/v%,25,120,,,,,,,,
10.1002/adma.201703404,RegenHu,3D Discovery,Gelatin Allylated,30,wt%,,,,,,,,,,Human Articular Chondrocytes,3,Cylindrical,23,Gauge,2.1,bar,,,7,4,,,5,,,,,,,,,Irgacure 2959,0.05wt%,2,,,,Crosslinked with Irgacure 2959 for 3 minutes after printing.,
10.3389/fbioe.2020.00217,GeSiM,Bioscaffolder,Calcium Phosphate Cement,100,wt%,,,,,,,,,,,,Conical,230,μm ,150,kPa,,,25,,,,10,,,,,,,,,,,,,,,,
10.3389/fbioe.2020.00217,GeSiM,Bioscaffolder,Methylcellulose,10,wt%,,,,,,,,,,,,Conical,410,μm ,180,kPa,,,25,,,,10,,,,,,,,,,,,,,,Sacrificial ink,
10.1088/1758-5090/ab1d44,EnvisionTEC,Bioplotter,Poly(DTD DD),100,wt%,,,,,,,,,,,,Cylindrical,400,μm ,9,bar,,,150,,25,,2.5,1,,,,,,,,,,,,,,,
10.1088/1758-5090/ab1d44,EnvisionTEC,Bioplotter,PLLA,100,wt%,,,,,,,,,,,,Cylindrical,500,μm ,9,bar,,,200,,,,12,2,,,,,,,,,,,,,,,
10.1016/j.msec.2019.110510,RegenHu,BioFactory,Gellan Gum Methacrylated,4,wt%,Hyaluronic Acid Methacrylated,1.5,wt%,Hydroxyapatite,25,wt%,,,,,,Cylindrical,410,μm ,103,kPa,,,25,,,,3.5833,,,,,,,,,Irgacure 2959,0.05wt%,120,6.09,,,Crosslinking with Irgacure 2959 at 0.05wt% continued for 5 minute at the top layer.,
10.1016/j.msec.2019.110510,RegenHu,BioFactory,Gellan Gum Methacrylated,4,wt%,Hyaluronic Acid Methacrylated,1.5,wt%,,,,,,,Primary Bovine Chondrocytes,10,Cylindrical,410,μm ,25,kPa,,,25,,,,6.6667,,,,,,,,,Irgacure 2959,0.05wt%,120,6.09,,,Crosslinking with Irgacure 2959 at 0.05wt% continued for 5 minute at the top layer.,
10.1016/j.msec.2017.05.144,nScrypt,nScrypt-3D-450,Gelatin,10,wt%,Alginate,2,wt%,,,,,,,NIH 3T3 Fibroblasts,5,Cylindrical,25,Gauge,15,psi,,,37,,,,2,,,,,CaCl2,2wt%,37,15,,,,,,,Printed into a laponite bath,
10.1088/1758-5090/ab69d9,RegenHu,3D Discovery,Alpha Tricalcium Phosphate,66,wt%,Hydroxyapatite,4,wt%,Pluronic F127,40,wt%,,,,,,Conical,250,μm ,200,kPa,,,25,20,,,2,,,,,,,,,,,,,,,,
10.1088/1758-5090/ab736e,Cellink,Inkredible+,Alginate,5,wt%,Xanthan gum,6,wt%,Carboxylated Cellulose,55,wt%,,,,,,Conical,410,μm ,95,kPa,45,kPa,25,,,,1,,,,,CaCl2,100mM,,300,,,,,,,,
10.1088/1758-5090/aba2f7,Other,3D Printer,Hyaluronic Acid Mono-Aldehyde,50,wt%,Carboxymethyl Cellulose Carbohydrazide,50,wt%,,,,,,,NIH 3T3 Fibroblasts,0.1,Cylindrical,27,Gauge,250,kPa,,,37,,,,2.5,,,,,,,,,,,,,,,,
10.1111/iej.12799,GeSiM,BioScaffolder 3.1,PCL,40,wt%,Biodentine,60,wt%,,,,,,,,,Cylindrical,,,500,kPa,,,95,,,,1,,,,,,,,,,,,,50000,43000,PCL Mw = 43kDa - 50kDa,
10.1111/iej.12799,GeSiM,BioScaffolder 3.1,PCL,100,wt%,,,,,,,,,,,,Cylindrical,,,500,kPa,,,95,,,,5,,,,,,,,,,,,,50000,43000,PCL Mw = 43kDa - 50kDa,
10.1088/1758-5090/aa869f,BioBots,BioBots printer,PEGDA,20,wt%,Alginate,1,wt%,,,,,,,,,Cylindrical,32,Gauge,6.5,psi,3.5,psi,25,,,,,,,,,,,,,LAP,0.1wt%,,,,,,
10.1088/1758-5090/aa869f,BioBots,BioBots printer,PEGDA,20,wt%,Xanthan Gum,0.5,wt%,,,,,,,,,Cylindrical,32,Gauge,5,psi,3.5,psi,25,,,,,,,,,,,,,LAP,0.1wt%,,,,,,
10.1088/1758-5090/aa869f,BioBots,BioBots printer,Gelatin Methacrylated,15,wt%,,,,,,,,,,,,Cylindrical,32,Gauge,12,psi,10,psi,25,,,,,,,,,,,,,LAP,0.1wt%,,,,,,
10.1088/1758-5090/aba411,EnvisionTEC,3D-Bioplotter,dECM Porcine Tendon,3,wt%,,,,,,,,,,Primary Rat Bone Marrow Mesenchymal Stem Cells,3,Cylindrical,200,μm ,230,kPa,,,16,,37,24,15,,,,,,,,,,,,,,,"The dECM was derived from porcine tendon. Additionally, this ink was classified as a high viscosity ink.",
10.1088/1758-5090/aba411,EnvisionTEC,3D-Bioplotter,dECM Porcine Tendon,3,wt%,,,,,,,,,,Primary Rat Bone Marrow Mesenchymal Stem Cells,3,Cylindrical,200,μm ,40,kPa,,,16,,37,24,15,,,,,,,,,,,,,,,"The dECM was derived from porcine tendon. Additionally, this ink was classified as a high viscosity ink.",
10.1088/1758-5090/aba411,EnvisionTEC,3D-Bioplotter,dECM Porcine Tendon,3,wt%,,,,,,,,,,Primary Rat Bone Marrow Mesenchymal Stem Cells,3,Conical,200,μm ,10,kPa,,,16,,37,24,15,,,,,,,,,,,,,,,"The dECM was derived from porcine tendon. Additionally, this ink was classified as a high viscosity ink.",
10.1007/s10439-016-1685-4,GeSIM,BioScaffolder 2.1,Alpha Tricalcium Phosphate,60,wt%,Calcium Hydrogen Phosphate,26,wt%,Calcium Carbonate,10,wt%,Hyaluronic Acid ,4,wt%,,,Conical,330,μm ,250,kPa,,,25,,,,12,,,,,,,,,,,,,,," the carrier liquid was prepared from Miglyol 812, Tween 80 and Amphisol A. ",
10.1007/s10439-016-1685-4,GeSIM,BioScaffolder 2.1,Alginate,16.7,wt%,,,,,,,,,,,,Conical,250,μm ,430,kPa,400,kPa,25,,,,4.5,,,,,CaCl2,1M,,10,,,,,,,Crosslinked with 1M CaCl2 for 10 minutes post printing.,
10.1007/s10439-016-1685-4,GeSIM,BioScaffolder 2.1,Alginate,12.548,wt%,Gellan Gum,1.716,wt%,,,,,,,,,Conical,410,μm ,450,kPa,,,25,,,,4,,,,,CaCl2,1M,,10,,,,,,,Crosslinked with 1M CaCl2 for 10 minutes post printing.,
10.1007/s10439-016-1685-4,GeSIM,BioScaffolder 2.1,Alginate,12.548,wt%,Gellan Gum,1.716,wt%,,,,,,,,,Conical,250,μm ,430,kPa,400,kPa,25,,,,4.5,,,,,CaCl2,1M,,10,,,,,,,Crosslinked with 1M CaCl2 for 10 minutes post printing.,
10.1007/s10439-016-1685-4,GeSIM,BioScaffolder 2.1,Alpha Tricalcium Phosphate,60,wt%,Calcium Hydrogen Phosphate,26,wt%,Calcium Carbonate,10,wt%,Hyaluronic Acid Precipitated,4,wt%,,,Conical,230,μm ,250,kPa,,,25,,,,9,,,,,,,,,,,,,,," the carrier liquid was prepared from Miglyol 812, Tween 80 and Amphisol A. ",
10.1021/acsami.7b16059,Other,Custom-made 3D Pneumatic Dispensing System,Gelatin Methacrylated,5,wt%,Gelatin,8,wt%,,,,,,,Primary Bone Marrow Stem Cells,5,Cylindrical,260,μm ,300,kPa,,,25,15,20-10,,8.333333333,1.666666667,,,,,,,,LAP,0.5 wt%,30,1,,,,
10.1016/j.xphs.2018.08.026,CELLINK,INKREDIBLE+,Hydroxypropyl Methylcellulose,30,wt%,Mannitol,55,wt%,Polyethylene Glycol,10,wt%,Kollidon,5,wt%,,,,20,Gauge,60,kPa,30,kPa,25,,,,10,,,,,,,,,,,,,,,,
10.1016/j.xphs.2018.08.026,CELLINK,INKREDIBLE+,Hydroxypropyl Methylcellulose,40,wt%,Mannitol,45,wt%,Polyethylene Glycol,10,wt%,Kollidon,5,wt%,,,,20,Gauge,60,kPa,30,kPa,25,,,,10,,,,,,,,,,,,,,,,
10.1016/j.xphs.2018.08.026,CELLINK,INKREDIBLE+,Hydroxypropyl Methylcellulose,50,wt%,Mannitol,35,wt%,Polyethylene Glycol,10,wt%,Kollidon,5,wt%,,,,20,Gauge,60,kPa,30,kPa,25,,,,10,,,,,,,,,,,,,,,,
10.3390/pharmaceutics11070334,BioBots,BioBots 1,Hydroxypropyl Cellulose,7.5,wt%,Warfarin Sodium,0.75,wt%,,,,,,,,,Cylindrical,25,Gauge,25,psi,,,25,,,,8,,,,,,,,,,,,,,,,
10.1021/acsami.7b02398,nScrypt,nScrypt 3D 450,Alginate,8,wt%,,,,,,,,,,,,Cylindrical,250,μm ,20,psi,,,,,,,2,,,,Chemical,CaCl2,.125 wt%,,,,,,,,,A laponite support bath was implemented,
10.1021/acsami.7b02398,nScrypt,nScrypt 3D 450,Gelatin,10,wt%,Alginate,2,wt%,,,,,,,NIH 3T3 Fibroblasts,5,Cylindrical,250,μm ,15,psi,,,37,,37,,2,,,,Chemical,CaCl2,.125 wt%,,,,,,,,,A laponite support bath was implemented,
10.1021/acsami.7b02398,nScrypt,nScrypt 3D 450,SU-8 2050,100,wt%,,,,,,,,,,,,Cylindrical,250,μm ,20,psi,,,,,,,1,,,,,,,,,,,1800,,,,A laponite support bath was implemented,
10.1089/ten.TEC.2020.0050,EnvisionTEC,3D Bioplotter,E-Shell 300,70,wt%,Hydroxyapatite,30,wt%,,,,,,,,,Cylindrical,600,μm ,1,bar,,,25,,,,12,,,,,,,,,,,,,,,E-Shell 300 is a photocurable resin specialty ink. After printing a ultraviolet head was used to cure the deposited ceramic ink for 10s.,
10.1089/ten.TEC.2020.0050,EnvisionTEC,3D Bioplotter,E-Shell 300,70,wt%,Beta Tricalcium Phosphate,30,wt%,,,,,,,,,Cylindrical,600,μm ,1,bar,,,25,,,,12,,,,,,,,,,,,,,,E-Shell 300 is a photocurable resin specialty ink. After printing a ultraviolet head was used to cure the deposited ceramic ink for 10s.,
10.1089/ten.TEC.2020.0050,EnvisionTEC,3D Bioplotter,E-Shell 300,70,wt%,Hydroxyapatite,15,wt%,Beta Tricalcium Phosphate,15,wt%,,,,,,Cylindrical,600,μm ,1,bar,,,25,,,,12,,,,,,,,,,,,,,,E-Shell 300 is a photocurable resin specialty ink. After printing a ultraviolet head was used to cure the deposited ceramic ink for 10s.,
10.1021/acsami.8b00806,nScrypt,nScrypt-3D-450,Laponite,6,wt%,N-isopropylacrylamide,18,wt%,,,,,,,,,Cylindrical,330,μm ,11,psi,,,25,,,,1,,,,,,,,,,,,,,,,
10.1021/acsami.8b00806,nScrypt,nScrypt-3D-450,Laponite,6,wt%,N-isopropylacrylamide,18,wt%,Graphene Oxide,0.44,wt%,,,,,,Cylindrical,330,μm ,15,psi,,,25,,,,0.75,,,,,,,,,,,900,18,,,,
10.1002/adma.201604827,Other ,3D Printer,Poly(acrylamide),3.86,wt%,Acrylamide,9.05,wt%,MBAA,0.072,wt%,α‐ketoglutaric acid,4.95,wt%,,,Cylindrical,337,μm ,,,,,25,,,,7.5,,,,,,,,,,,,8,,,"TEMED at .479%. Printed samples were exposed to a 8 mw/cm^2. PAAm stands for polyacrylamide, AAM stands for acrylamide, MBAA stands for N,N-methylenebis(acrylamide), and TEMED stands for N,N,N,N-tetramethylethylenediamine",
10.1016/j.ijbiomac.2019.08.124,EnvisionTEC,Syringe Barrel Micro-Nozzle System,Gelatin Methacrylated,10,wt%,,,,,,,,,,,,Cylindrical,200,μm ,0.7,bar,,,23,,,,10.833,,,,,,,,,Li-TPO-L,.8wt%,600,5,,,,
10.1016/j.ijbiomac.2019.08.124,EnvisionTEC,Syringe Barrel Micro-Nozzle System,Gelatin Methacrylated,10,wt%,Kappa Carrageenan,5,wt%,,,,,,,,,Cylindrical,200,μm ,0.6,bar,,,26.5,,,,10.833,,,,,,,,,Li-TPO-L,.8wt%,600,5,,,,
10.3390/gels4030069,Hyrel,Hyrel 3D System 30 Device,Poloxamer 407,22.5,wt%,PEGDA,20,wt%,,,,,,,,,Conical,510,μm ,,,,,22.5,,,,8,,,,,,,,,,,,,,,Poloxamer 407 is a thermoresponsive block copolymer and PEG-DA is poly(ethylene glycol) diacrylate,
10.1088/1758-5090/ab69d9,regenHU,3DDiscovery,Pluronic F127,40,wt%,Alpha Tricalcium Phosphate,66,wt%,Hydroxyapatite nano,4,wt%,,,,,,Conical,250,μm ,200,kPa,,,25,20,,,2,,,,,,,,,,,,,,,,
